date,year,week,accum,new,accum-week,last-doy
23/06/2019,2019,25,38039,204,1403,1
24/06/2019,2019,26,38207,168,1322,0
25/06/2019,2019,26,38396,189,1322,0
26/06/2019,2019,26,38588,192,1322,0
27/06/2019,2019,26,38769,181,1322,0
28/06/2019,2019,26,38965,196,1322,0
29/06/2019,2019,26,39163,198,1322,0
30/06/2019,2019,26,39361,198,1322,1
01/07/2019,2019,27,39564,203,1369,0
02/07/2019,2019,27,39772,208,1369,0
03/07/2019,2019,27,39960,188,1369,0
04/07/2019,2019,27,40141,181,1369,0
05/07/2019,2019,27,40351,210,1369,0
06/07/2019,2019,27,40541,190,1369,0
07/07/2019,2019,27,40730,189,1369,1
08/07/2019,2019,28,40895,165,1288,0
09/07/2019,2019,28,41090,195,1288,0
10/07/2019,2019,28,41262,172,1288,0
11/07/2019,2019,28,41490,228,1288,0
12/07/2019,2019,28,41647,157,1288,0
13/07/2019,2019,28,41854,207,1288,0
14/07/2019,2019,28,42018,164,1288,1
15/07/2019,2019,29,42194,176,1325,0
16/07/2019,2019,29,42399,205,1325,0
17/07/2019,2019,29,42603,204,1325,0
18/07/2019,2019,29,42802,199,1325,0
19/07/2019,2019,29,42978,176,1325,0
20/07/2019,2019,29,43151,173,1325,0
21/07/2019,2019,29,43343,192,1325,1
22/07/2019,2019,30,43516,173,1319,0
23/07/2019,2019,30,43726,210,1319,0
24/07/2019,2019,30,43920,194,1319,0
25/07/2019,2019,30,44099,179,1319,0
26/07/2019,2019,30,44288,189,1319,0
27/07/2019,2019,30,44471,183,1319,0
28/07/2019,2019,30,44662,191,1319,1
29/07/2019,2019,31,44861,199,1393,0
30/07/2019,2019,31,45038,177,1393,0
31/07/2019,2019,31,45242,204,1393,0
01/08/2019,2019,31,45457,215,1393,0
02/08/2019,2019,31,45657,200,1393,0
03/08/2019,2019,31,45866,209,1393,0
04/08/2019,2019,31,46055,189,1393,1
05/08/2019,2019,32,46258,203,1389,0
06/08/2019,2019,32,46464,206,1389,0
07/08/2019,2019,32,46663,199,1389,0
08/08/2019,2019,32,46857,194,1389,0
09/08/2019,2019,32,47036,179,1389,0
10/08/2019,2019,32,47253,217,1389,0
11/08/2019,2019,32,47444,191,1389,1
12/08/2019,2019,33,47647,203,1437,0
13/08/2019,2019,33,47865,218,1437,0
14/08/2019,2019,33,48061,196,1437,0
15/08/2019,2019,33,48258,197,1437,0
16/08/2019,2019,33,48469,211,1437,0
17/08/2019,2019,33,48684,215,1437,0
18/08/2019,2019,33,48881,197,1437,1
19/08/2019,2019,34,49055,174,1282,0
20/08/2019,2019,34,49222,167,1282,0
21/08/2019,2019,34,49411,189,1282,0
22/08/2019,2019,34,49593,182,1282,0
23/08/2019,2019,34,49766,173,1282,0
24/08/2019,2019,34,49983,217,1282,0
25/08/2019,2019,34,50163,180,1282,1
26/08/2019,2019,35,50363,200,1365,0
27/08/2019,2019,35,50574,211,1365,0
28/08/2019,2019,35,50774,200,1365,0
29/08/2019,2019,35,50969,195,1365,0
30/08/2019,2019,35,51155,186,1365,0
31/08/2019,2019,35,51336,181,1365,0
01/09/2019,2019,35,51528,192,1365,1
02/09/2019,2019,36,51735,207,1320,0
03/09/2019,2019,36,51922,187,1320,0
04/09/2019,2019,36,52101,179,1320,0
05/09/2019,2019,36,52297,196,1320,0
06/09/2019,2019,36,52478,181,1320,0
07/09/2019,2019,36,52671,193,1320,0
08/09/2019,2019,36,52848,177,1320,1
09/09/2019,2019,37,53034,186,1382,0
10/09/2019,2019,37,53237,203,1382,0
11/09/2019,2019,37,53440,203,1382,0
12/09/2019,2019,37,53637,197,1382,0
13/09/2019,2019,37,53843,206,1382,0
14/09/2019,2019,37,54031,188,1382,0
15/09/2019,2019,37,54230,199,1382,1
16/09/2019,2019,38,54426,196,1423,0
17/09/2019,2019,38,54621,195,1423,0
18/09/2019,2019,38,54843,222,1423,0
19/09/2019,2019,38,55057,214,1423,0
20/09/2019,2019,38,55268,211,1423,0
21/09/2019,2019,38,55463,195,1423,0
22/09/2019,2019,38,55653,190,1423,1
23/09/2019,2019,39,55843,190,1440,0
24/09/2019,2019,39,56050,207,1440,0
25/09/2019,2019,39,56270,220,1440,0
26/09/2019,2019,39,56498,228,1440,0
27/09/2019,2019,39,56708,210,1440,0
28/09/2019,2019,39,56917,209,1440,0
29/09/2019,2019,39,57093,176,1440,1
30/09/2019,2019,40,57301,208,1377,0
01/10/2019,2019,40,57494,193,1377,0
02/10/2019,2019,40,57689,195,1377,0
03/10/2019,2019,40,57883,194,1377,0
04/10/2019,2019,40,58075,192,1377,0
05/10/2019,2019,40,58283,208,1377,0
06/10/2019,2019,40,58470,187,1377,1
07/10/2019,2019,41,58672,202,1408,0
08/10/2019,2019,41,58886,214,1408,0
09/10/2019,2019,41,59067,181,1408,0
10/10/2019,2019,41,59264,197,1408,0
11/10/2019,2019,41,59472,208,1408,0
12/10/2019,2019,41,59680,208,1408,0
13/10/2019,2019,41,59878,198,1408,1
14/10/2019,2019,42,60067,189,1410,0
15/10/2019,2019,42,60267,200,1410,0
16/10/2019,2019,42,60471,204,1410,0
17/10/2019,2019,42,60658,187,1410,0
18/10/2019,2019,42,60867,209,1410,0
19/10/2019,2019,42,61074,207,1410,0
20/10/2019,2019,42,61288,214,1410,1
21/10/2019,2019,43,61520,232,1424,0
22/10/2019,2019,43,61715,195,1424,0
23/10/2019,2019,43,61927,212,1424,0
24/10/2019,2019,43,62125,198,1424,0
25/10/2019,2019,43,62332,207,1424,0
26/10/2019,2019,43,62520,188,1424,0
27/10/2019,2019,43,62712,192,1424,1
28/10/2019,2019,44,62908,196,1424,0
29/10/2019,2019,44,63124,216,1424,0
30/10/2019,2019,44,63314,190,1424,0
31/10/2019,2019,44,63532,218,1424,0
01/11/2019,2019,44,63726,194,1424,0
02/11/2019,2019,44,63944,218,1424,0
03/11/2019,2019,44,64136,192,1424,1
04/11/2019,2019,45,64362,226,1491,0
05/11/2019,2019,45,64558,196,1491,0
06/11/2019,2019,45,64753,195,1491,0
07/11/2019,2019,45,64963,210,1491,0
08/11/2019,2019,45,65187,224,1491,0
09/11/2019,2019,45,65425,238,1491,0
10/11/2019,2019,45,65627,202,1491,1
11/11/2019,2019,46,65842,215,1503,0
12/11/2019,2019,46,66056,214,1503,0
13/11/2019,2019,46,66274,218,1503,0
14/11/2019,2019,46,66470,196,1503,0
15/11/2019,2019,46,66677,207,1503,0
16/11/2019,2019,46,66915,238,1503,0
17/11/2019,2019,46,67130,215,1503,1
18/11/2019,2019,47,67372,242,1515,0
19/11/2019,2019,47,67584,212,1515,0
20/11/2019,2019,47,67779,195,1515,0
21/11/2019,2019,47,68009,230,1515,0
22/11/2019,2019,47,68207,198,1515,0
23/11/2019,2019,47,68420,213,1515,0
24/11/2019,2019,47,68645,225,1515,1
25/11/2019,2019,48,68840,195,1466,0
26/11/2019,2019,48,69072,232,1466,0
27/11/2019,2019,48,69281,209,1466,0
28/11/2019,2019,48,69493,212,1466,0
29/11/2019,2019,48,69701,208,1466,0
30/11/2019,2019,48,69907,206,1466,0
01/12/2019,2019,48,70111,204,1466,1
02/12/2019,2019,49,70316,205,1493,0
03/12/2019,2019,49,70556,240,1493,0
04/12/2019,2019,49,70783,227,1493,0
05/12/2019,2019,49,70982,199,1493,0
06/12/2019,2019,49,71184,202,1493,0
07/12/2019,2019,49,71387,203,1493,0
08/12/2019,2019,49,71604,217,1493,1
09/12/2019,2019,50,71844,240,1569,0
10/12/2019,2019,50,72077,233,1569,0
11/12/2019,2019,50,72308,231,1569,0
12/12/2019,2019,50,72519,211,1569,0
13/12/2019,2019,50,72728,209,1569,0
14/12/2019,2019,50,72957,229,1569,0
15/12/2019,2019,50,73173,216,1569,1
16/12/2019,2019,51,73418,245,1700,0
17/12/2019,2019,51,73659,241,1700,0
18/12/2019,2019,51,73913,254,1700,0
19/12/2019,2019,51,74145,232,1700,0
20/12/2019,2019,51,74378,233,1700,0
21/12/2019,2019,51,74625,247,1700,0
22/12/2019,2019,51,74873,248,1700,1
23/12/2019,2019,52,75115,242,1877,0
24/12/2019,2019,52,75389,274,1877,0
25/12/2019,2019,52,75650,261,1877,0
26/12/2019,2019,52,75925,275,1877,0
27/12/2019,2019,52,76205,280,1877,0
28/12/2019,2019,52,76455,250,1877,0
29/12/2019,2019,52,76750,295,1877,1
30/12/2019,2019,1,77029,279,1988,0
31/12/2019,2019,1,77318,289,1988,0
